aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.098,34,0,34,34,3.32,34,N3,L4+7,control,C2_N3_D2,69378.516
2,1.855,43.632,10.248,31,64,80.957,829,N3,L4+7,control,C2_N3_D2,69378.516
3,0.195,37.5,3.536,35,40,7.324,75,N3,L4+7,control,C2_N3_D2,69378.516
4,0.195,44.5,4.95,41,48,8.691,89,N3,L4+7,control,C2_N3_D2,69378.516
5,0.098,37,0,37,37,3.613,37,N3,L4+7,control,C2_N3_D2,69378.516
6,0.098,65,0,65,65,6.348,65,N3,L4+7,control,C2_N3_D2,69378.516
7,0.098,42,0,42,42,4.102,42,N3,L4+7,control,C2_N3_D2,69378.516
8,0.195,41,4.243,38,44,8.008,82,N3,L4+7,control,C2_N3_D2,69378.516
9,0.586,54.667,4.412,46,57,32.031,328,N3,L4+7,control,C2_N3_D2,69378.516
10,0.195,47.5,7.778,42,53,9.277,95,N3,L4+7,control,C2_N3_D2,69378.516
11,0.684,30,0,30,30,20.508,210,N3,L4+7,control,C2_N3_D2,69378.516
12,0.977,45.6,12.937,30,66,44.531,456,N3,L4+7,control,C2_N3_D2,69378.516
13,0.293,62,5.196,56,65,18.164,186,N3,L4+7,control,C2_N3_D2,69378.516
14,0.195,42.5,13.435,33,52,8.301,85,N3,L4+7,control,C2_N3_D2,69378.516
15,0.098,63,0,63,63,6.152,63,N3,L4+7,control,C2_N3_D2,69378.516
16,0.098,56,0,56,56,5.469,56,N3,L4+7,control,C2_N3_D2,69378.516
17,0.195,40,11.314,32,48,7.812,80,N3,L4+7,control,C2_N3_D2,69378.516
18,0.293,43.667,5.859,37,48,12.793,131,N3,L4+7,control,C2_N3_D2,69378.516
19,0.098,30,0,30,30,2.93,30,N3,L4+7,control,C2_N3_D2,69378.516
20,0.098,33,0,33,33,3.223,33,N3,L4+7,control,C2_N3_D2,69378.516
21,0.391,34.25,4.425,30,39,13.379,137,N3,L4+7,control,C2_N3_D2,69378.516
22,0.195,47,4.243,44,50,9.18,94,N3,L4+7,control,C2_N3_D2,69378.516
23,0.098,37,0,37,37,3.613,37,N3,L4+7,control,C2_N3_D2,69378.516
24,0.098,38,0,38,38,3.711,38,N3,L4+7,control,C2_N3_D2,69378.516
25,0.098,36,0,36,36,3.516,36,N3,L4+7,control,C2_N3_D2,69378.516
26,0.098,35,0,35,35,3.418,35,N3,L4+7,control,C2_N3_D2,69378.516
27,0.293,41,13.229,31,56,12.012,123,N3,L4+7,control,C2_N3_D2,69378.516
28,0.293,53.333,12.014,41,65,15.625,160,N3,L4+7,control,C2_N3_D2,69378.516
29,0.098,66,0,66,66,6.445,66,N3,L4+7,control,C2_N3_D2,69378.516
30,0.293,37.667,10.693,31,50,11.035,113,N3,L4+7,control,C2_N3_D2,69378.516
