aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.586,48.667,11.877,30,65,28.516,292,N2,L4+1,mannitol,M3_N2_D1,52935.156
2,0.586,31.167,1.602,30,34,18.262,187,N2,L4+1,mannitol,M3_N2_D1,52935.156
3,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
4,0.391,31.5,1.291,30,33,12.305,126,N2,L4+1,mannitol,M3_N2_D1,52935.156
5,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M3_N2_D1,52935.156
6,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M3_N2_D1,52935.156
7,0.195,66,0,66,66,12.891,132,N2,L4+1,mannitol,M3_N2_D1,52935.156
8,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M3_N2_D1,52935.156
9,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M3_N2_D1,52935.156
10,1.074,32.909,2.386,30,37,35.352,362,N2,L4+1,mannitol,M3_N2_D1,52935.156
11,0.391,34,2.449,31,36,13.281,136,N2,L4+1,mannitol,M3_N2_D1,52935.156
12,0.488,53.8,5.541,47,61,26.27,269,N2,L4+1,mannitol,M3_N2_D1,52935.156
13,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M3_N2_D1,52935.156
14,0.391,31.25,1.258,30,33,12.207,125,N2,L4+1,mannitol,M3_N2_D1,52935.156
15,0.488,51.4,11.718,35,61,25.098,257,N2,L4+1,mannitol,M3_N2_D1,52935.156
16,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M3_N2_D1,52935.156
17,1.172,52.5,10.22,31,64,61.523,630,N2,L4+1,mannitol,M3_N2_D1,52935.156
18,0.684,31.429,1.512,30,34,21.484,220,N2,L4+1,mannitol,M3_N2_D1,52935.156
19,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M3_N2_D1,52935.156
20,0.391,57.75,5.5,53,65,22.559,231,N2,L4+1,mannitol,M3_N2_D1,52935.156
21,1.953,49.2,9.881,33,65,96.094,984,N2,L4+1,mannitol,M3_N2_D1,52935.156
22,0.098,52,0,52,52,5.078,52,N2,L4+1,mannitol,M3_N2_D1,52935.156
23,2.051,42.238,7.937,30,56,86.621,887,N2,L4+1,mannitol,M3_N2_D1,52935.156
24,0.879,46.556,11.928,30,63,40.918,419,N2,L4+1,mannitol,M3_N2_D1,52935.156
25,0.098,45,0,45,45,4.395,45,N2,L4+1,mannitol,M3_N2_D1,52935.156
26,0.195,66,0,66,66,12.891,132,N2,L4+1,mannitol,M3_N2_D1,52935.156
27,1.074,32.182,1.401,30,34,34.57,354,N2,L4+1,mannitol,M3_N2_D1,52935.156
28,0.781,56.75,7.206,45,65,44.336,454,N2,L4+1,mannitol,M3_N2_D1,52935.156
29,0.098,51,0,51,51,4.98,51,N2,L4+1,mannitol,M3_N2_D1,52935.156
30,0.293,63.667,2.517,61,66,18.652,191,N2,L4+1,mannitol,M3_N2_D1,52935.156
31,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M3_N2_D1,52935.156
32,0.098,62,0,62,62,6.055,62,N2,L4+1,mannitol,M3_N2_D1,52935.156
33,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M3_N2_D1,52935.156
34,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
35,0.488,56.4,8.444,42,64,27.539,282,N2,L4+1,mannitol,M3_N2_D1,52935.156
36,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M3_N2_D1,52935.156
37,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
38,0.098,58,0,58,58,5.664,58,N2,L4+1,mannitol,M3_N2_D1,52935.156
39,0.293,40.333,6.028,34,46,11.816,121,N2,L4+1,mannitol,M3_N2_D1,52935.156
40,0.488,50.2,10.71,35,65,24.512,251,N2,L4+1,mannitol,M3_N2_D1,52935.156
41,0.098,60,0,60,60,5.859,60,N2,L4+1,mannitol,M3_N2_D1,52935.156
42,0.195,64.5,2.121,63,66,12.598,129,N2,L4+1,mannitol,M3_N2_D1,52935.156
43,0.391,54,8.287,47,66,21.094,216,N2,L4+1,mannitol,M3_N2_D1,52935.156
44,0.293,63.667,1.528,62,65,18.652,191,N2,L4+1,mannitol,M3_N2_D1,52935.156
45,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
46,0.586,58,3.95,53,65,33.984,348,N2,L4+1,mannitol,M3_N2_D1,52935.156
47,0.488,57.8,10.208,40,66,28.223,289,N2,L4+1,mannitol,M3_N2_D1,52935.156
48,0.586,51,11.628,34,65,29.883,306,N2,L4+1,mannitol,M3_N2_D1,52935.156
49,0.098,61,0,61,61,5.957,61,N2,L4+1,mannitol,M3_N2_D1,52935.156
50,0.195,62,5.657,58,66,12.109,124,N2,L4+1,mannitol,M3_N2_D1,52935.156
51,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M3_N2_D1,52935.156
52,0.098,35,0,35,35,3.418,35,N2,L4+1,mannitol,M3_N2_D1,52935.156
53,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M3_N2_D1,52935.156
54,0.977,63.4,2.271,60,66,61.914,634,N2,L4+1,mannitol,M3_N2_D1,52935.156
55,0.781,60.25,5.849,51,66,47.07,482,N2,L4+1,mannitol,M3_N2_D1,52935.156
56,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
57,0.391,63.5,4.359,57,66,24.805,254,N2,L4+1,mannitol,M3_N2_D1,52935.156
58,0.488,43.2,10.941,30,57,21.094,216,N2,L4+1,mannitol,M3_N2_D1,52935.156
59,0.098,62,0,62,62,6.055,62,N2,L4+1,mannitol,M3_N2_D1,52935.156
60,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
61,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M3_N2_D1,52935.156
62,0.391,49.75,10.905,34,59,19.434,199,N2,L4+1,mannitol,M3_N2_D1,52935.156
63,0.391,57,8.869,44,64,22.266,228,N2,L4+1,mannitol,M3_N2_D1,52935.156
64,0.586,54,12.869,33,66,31.641,324,N2,L4+1,mannitol,M3_N2_D1,52935.156
65,0.098,52,0,52,52,5.078,52,N2,L4+1,mannitol,M3_N2_D1,52935.156
66,0.195,40,1.414,39,41,7.812,80,N2,L4+1,mannitol,M3_N2_D1,52935.156
67,0.098,59,0,59,59,5.762,59,N2,L4+1,mannitol,M3_N2_D1,52935.156
68,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M3_N2_D1,52935.156
69,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M3_N2_D1,52935.156
70,1.27,61.308,3.497,56,66,77.832,797,N2,L4+1,mannitol,M3_N2_D1,52935.156
71,0.293,44,5.568,38,49,12.891,132,N2,L4+1,mannitol,M3_N2_D1,52935.156
72,0.098,47,0,47,47,4.59,47,N2,L4+1,mannitol,M3_N2_D1,52935.156
73,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M3_N2_D1,52935.156
74,0.098,48,0,48,48,4.688,48,N2,L4+1,mannitol,M3_N2_D1,52935.156
