aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.098,51,0,51,51,4.98,51,N2,L4+7,control,C3_N2_D2,95116.113
2,0.488,44.8,13.442,30,64,21.875,224,N2,L4+7,control,C3_N2_D2,95116.113
3,0.098,34,0,34,34,3.32,34,N2,L4+7,control,C3_N2_D2,95116.113
4,0.098,44,0,44,44,4.297,44,N2,L4+7,control,C3_N2_D2,95116.113
5,0.098,59,0,59,59,5.762,59,N2,L4+7,control,C3_N2_D2,95116.113
6,0.195,37.5,4.95,34,41,7.324,75,N2,L4+7,control,C3_N2_D2,95116.113
7,0.195,35.5,3.536,33,38,6.934,71,N2,L4+7,control,C3_N2_D2,95116.113
8,0.391,44.25,6.898,35,50,17.285,177,N2,L4+7,control,C3_N2_D2,95116.113
9,0.586,43.833,12.734,30,63,25.684,263,N2,L4+7,control,C3_N2_D2,95116.113
10,0.195,42.5,14.849,32,53,8.301,85,N2,L4+7,control,C3_N2_D2,95116.113
11,0.098,41,0,41,41,4.004,41,N2,L4+7,control,C3_N2_D2,95116.113
12,0.098,66,0,66,66,6.445,66,N2,L4+7,control,C3_N2_D2,95116.113
13,0.098,45,0,45,45,4.395,45,N2,L4+7,control,C3_N2_D2,95116.113
14,0.293,48.333,6.028,42,54,14.16,145,N2,L4+7,control,C3_N2_D2,95116.113
15,0.293,42.333,7.371,34,48,12.402,127,N2,L4+7,control,C3_N2_D2,95116.113
16,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C3_N2_D2,95116.113
17,0.098,44,0,44,44,4.297,44,N2,L4+7,control,C3_N2_D2,95116.113
18,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C3_N2_D2,95116.113
19,0.098,34,0,34,34,3.32,34,N2,L4+7,control,C3_N2_D2,95116.113
20,0.977,41.4,10.276,30,58,40.43,414,N2,L4+7,control,C3_N2_D2,95116.113
21,0.098,40,0,40,40,3.906,40,N2,L4+7,control,C3_N2_D2,95116.113
22,1.953,46.95,11.5,31,66,91.699,939,N2,L4+7,control,C3_N2_D2,95116.113
23,0.195,52,14.142,42,62,10.156,104,N2,L4+7,control,C3_N2_D2,95116.113
24,0.098,38,0,38,38,3.711,38,N2,L4+7,control,C3_N2_D2,95116.113
25,0.586,46,11.437,36,62,26.953,276,N2,L4+7,control,C3_N2_D2,95116.113
26,0.098,46,0,46,46,4.492,46,N2,L4+7,control,C3_N2_D2,95116.113
27,0.195,34,5.657,30,38,6.641,68,N2,L4+7,control,C3_N2_D2,95116.113
28,0.098,49,0,49,49,4.785,49,N2,L4+7,control,C3_N2_D2,95116.113
29,1.855,45,10.306,30,65,83.496,855,N2,L4+7,control,C3_N2_D2,95116.113
