aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.293,38.333,6.658,34,46,11.23,115,N3,L4+1,mannitol,M3_N3_D1,48774.023
2,0.098,37,0,37,37,3.613,37,N3,L4+1,mannitol,M3_N3_D1,48774.023
3,0.098,46,0,46,46,4.492,46,N3,L4+1,mannitol,M3_N3_D1,48774.023
4,0.098,56,0,56,56,5.469,56,N3,L4+1,mannitol,M3_N3_D1,48774.023
5,0.098,35,0,35,35,3.418,35,N3,L4+1,mannitol,M3_N3_D1,48774.023
6,0.098,34,0,34,34,3.32,34,N3,L4+1,mannitol,M3_N3_D1,48774.023
7,0.879,35.222,3.632,32,42,30.957,317,N3,L4+1,mannitol,M3_N3_D1,48774.023
8,0.098,32,0,32,32,3.125,32,N3,L4+1,mannitol,M3_N3_D1,48774.023
9,0.977,61.8,3.36,57,66,60.352,618,N3,L4+1,mannitol,M3_N3_D1,48774.023
10,0.391,65.5,0.577,65,66,25.586,262,N3,L4+1,mannitol,M3_N3_D1,48774.023
11,0.098,65,0,65,65,6.348,65,N3,L4+1,mannitol,M3_N3_D1,48774.023
12,0.098,59,0,59,59,5.762,59,N3,L4+1,mannitol,M3_N3_D1,48774.023
13,1.074,57.455,6.563,46,66,61.719,632,N3,L4+1,mannitol,M3_N3_D1,48774.023
14,0.195,62.5,4.95,59,66,12.207,125,N3,L4+1,mannitol,M3_N3_D1,48774.023
15,0.195,31,1.414,30,32,6.055,62,N3,L4+1,mannitol,M3_N3_D1,48774.023
16,0.098,65,0,65,65,6.348,65,N3,L4+1,mannitol,M3_N3_D1,48774.023
17,0.098,65,0,65,65,6.348,65,N3,L4+1,mannitol,M3_N3_D1,48774.023
18,0.391,62.5,3.109,58,65,24.414,250,N3,L4+1,mannitol,M3_N3_D1,48774.023
19,0.098,63,0,63,63,6.152,63,N3,L4+1,mannitol,M3_N3_D1,48774.023
20,0.098,32,0,32,32,3.125,32,N3,L4+1,mannitol,M3_N3_D1,48774.023
21,0.488,62.2,4.438,56,66,30.371,311,N3,L4+1,mannitol,M3_N3_D1,48774.023
22,0.879,62.333,3.873,55,66,54.785,561,N3,L4+1,mannitol,M3_N3_D1,48774.023
23,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
24,0.977,35.8,4.709,30,45,34.961,358,N3,L4+1,mannitol,M3_N3_D1,48774.023
25,0.098,64,0,64,64,6.25,64,N3,L4+1,mannitol,M3_N3_D1,48774.023
26,0.195,58.5,6.364,54,63,11.426,117,N3,L4+1,mannitol,M3_N3_D1,48774.023
27,0.586,43.667,13.292,30,64,25.586,262,N3,L4+1,mannitol,M3_N3_D1,48774.023
28,0.195,33,1.414,32,34,6.445,66,N3,L4+1,mannitol,M3_N3_D1,48774.023
29,0.098,64,0,64,64,6.25,64,N3,L4+1,mannitol,M3_N3_D1,48774.023
30,0.098,56,0,56,56,5.469,56,N3,L4+1,mannitol,M3_N3_D1,48774.023
31,0.195,33,4.243,30,36,6.445,66,N3,L4+1,mannitol,M3_N3_D1,48774.023
32,0.293,31.333,1.528,30,33,9.18,94,N3,L4+1,mannitol,M3_N3_D1,48774.023
33,0.391,39.5,8.813,32,49,15.43,158,N3,L4+1,mannitol,M3_N3_D1,48774.023
34,0.098,65,0,65,65,6.348,65,N3,L4+1,mannitol,M3_N3_D1,48774.023
35,0.488,45.8,10.895,37,63,22.363,229,N3,L4+1,mannitol,M3_N3_D1,48774.023
36,0.293,53,19.053,31,64,15.527,159,N3,L4+1,mannitol,M3_N3_D1,48774.023
37,0.781,36.75,5.497,30,49,28.711,294,N3,L4+1,mannitol,M3_N3_D1,48774.023
38,0.195,32.5,0.707,32,33,6.348,65,N3,L4+1,mannitol,M3_N3_D1,48774.023
39,0.293,46.667,17.474,32,66,13.672,140,N3,L4+1,mannitol,M3_N3_D1,48774.023
40,1.465,49.333,13.85,30,66,72.266,740,N3,L4+1,mannitol,M3_N3_D1,48774.023
41,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
42,1.27,46.923,10.045,31,66,59.57,610,N3,L4+1,mannitol,M3_N3_D1,48774.023
43,0.098,35,0,35,35,3.418,35,N3,L4+1,mannitol,M3_N3_D1,48774.023
44,0.098,31,0,31,31,3.027,31,N3,L4+1,mannitol,M3_N3_D1,48774.023
45,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
46,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
47,0.098,33,0,33,33,3.223,33,N3,L4+1,mannitol,M3_N3_D1,48774.023
48,0.195,30.5,0.707,30,31,5.957,61,N3,L4+1,mannitol,M3_N3_D1,48774.023
49,0.098,36,0,36,36,3.516,36,N3,L4+1,mannitol,M3_N3_D1,48774.023
50,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
51,0.098,31,0,31,31,3.027,31,N3,L4+1,mannitol,M3_N3_D1,48774.023
52,0.195,60.5,6.364,56,65,11.816,121,N3,L4+1,mannitol,M3_N3_D1,48774.023
53,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
54,0.098,33,0,33,33,3.223,33,N3,L4+1,mannitol,M3_N3_D1,48774.023
55,1.074,35.273,3.379,30,42,37.891,388,N3,L4+1,mannitol,M3_N3_D1,48774.023
56,0.293,33,3,30,36,9.668,99,N3,L4+1,mannitol,M3_N3_D1,48774.023
57,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
58,0.098,31,0,31,31,3.027,31,N3,L4+1,mannitol,M3_N3_D1,48774.023
59,0.098,58,0,58,58,5.664,58,N3,L4+1,mannitol,M3_N3_D1,48774.023
60,0.781,40.75,11.374,30,56,31.836,326,N3,L4+1,mannitol,M3_N3_D1,48774.023
61,0.488,40.2,8.701,32,50,19.629,201,N3,L4+1,mannitol,M3_N3_D1,48774.023
62,0.195,39.5,13.435,30,49,7.715,79,N3,L4+1,mannitol,M3_N3_D1,48774.023
63,1.562,48.125,11.882,31,65,75.195,770,N3,L4+1,mannitol,M3_N3_D1,48774.023
64,0.098,63,0,63,63,6.152,63,N3,L4+1,mannitol,M3_N3_D1,48774.023
65,0.488,38.2,5.07,34,47,18.652,191,N3,L4+1,mannitol,M3_N3_D1,48774.023
66,0.293,37.333,2.517,35,40,10.938,112,N3,L4+1,mannitol,M3_N3_D1,48774.023
67,0.098,40,0,40,40,3.906,40,N3,L4+1,mannitol,M3_N3_D1,48774.023
68,0.098,31,0,31,31,3.027,31,N3,L4+1,mannitol,M3_N3_D1,48774.023
69,1.27,40.077,6.664,31,55,50.879,521,N3,L4+1,mannitol,M3_N3_D1,48774.023
70,0.098,65,0,65,65,6.348,65,N3,L4+1,mannitol,M3_N3_D1,48774.023
71,0.195,50.5,2.121,49,52,9.863,101,N3,L4+1,mannitol,M3_N3_D1,48774.023
72,0.195,31,1.414,30,32,6.055,62,N3,L4+1,mannitol,M3_N3_D1,48774.023
73,0.586,44.167,15.394,33,64,25.879,265,N3,L4+1,mannitol,M3_N3_D1,48774.023
74,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
75,0.098,33,0,33,33,3.223,33,N3,L4+1,mannitol,M3_N3_D1,48774.023
76,0.195,57.5,3.536,55,60,11.23,115,N3,L4+1,mannitol,M3_N3_D1,48774.023
77,0.293,48,15.133,36,65,14.062,144,N3,L4+1,mannitol,M3_N3_D1,48774.023
78,0.195,37.5,2.121,36,39,7.324,75,N3,L4+1,mannitol,M3_N3_D1,48774.023
79,0.098,46,0,46,46,4.492,46,N3,L4+1,mannitol,M3_N3_D1,48774.023
80,0.391,37,3.266,33,41,14.453,148,N3,L4+1,mannitol,M3_N3_D1,48774.023
81,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
82,0.293,31.333,2.309,30,34,9.18,94,N3,L4+1,mannitol,M3_N3_D1,48774.023
83,3.32,44.265,9.974,30,66,146.973,1505,N3,L4+1,mannitol,M3_N3_D1,48774.023
84,0.293,33,2.646,30,35,9.668,99,N3,L4+1,mannitol,M3_N3_D1,48774.023
85,0.195,65.5,0.707,65,66,12.793,131,N3,L4+1,mannitol,M3_N3_D1,48774.023
86,0.098,30,0,30,30,2.93,30,N3,L4+1,mannitol,M3_N3_D1,48774.023
87,0.098,35,0,35,35,3.418,35,N3,L4+1,mannitol,M3_N3_D1,48774.023
88,0.977,37.1,5.626,31,50,36.23,371,N3,L4+1,mannitol,M3_N3_D1,48774.023
89,0.098,60,0,60,60,5.859,60,N3,L4+1,mannitol,M3_N3_D1,48774.023
90,0.293,34,4.359,31,39,9.961,102,N3,L4+1,mannitol,M3_N3_D1,48774.023
91,0.977,61.1,4.433,54,66,59.668,611,N3,L4+1,mannitol,M3_N3_D1,48774.023
