aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.098,35,0,35,35,3.418,35,N2,L4+1,mannitol,M1_N2_D1,50623.438
2,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M1_N2_D1,50623.438
3,0.586,32.667,1.211,31,34,19.141,196,N2,L4+1,mannitol,M1_N2_D1,50623.438
4,0.195,30,0,30,30,5.859,60,N2,L4+1,mannitol,M1_N2_D1,50623.438
5,0.586,37.833,9.347,30,53,22.168,227,N2,L4+1,mannitol,M1_N2_D1,50623.438
6,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M1_N2_D1,50623.438
7,0.195,33,1.414,32,34,6.445,66,N2,L4+1,mannitol,M1_N2_D1,50623.438
8,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
9,0.195,31,1.414,30,32,6.055,62,N2,L4+1,mannitol,M1_N2_D1,50623.438
10,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
11,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
12,2.344,32.5,1.888,30,37,76.172,780,N2,L4+1,mannitol,M1_N2_D1,50623.438
13,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M1_N2_D1,50623.438
14,0.488,38,8.426,31,49,18.555,190,N2,L4+1,mannitol,M1_N2_D1,50623.438
15,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
16,2.051,33.095,3.687,30,42,67.871,695,N2,L4+1,mannitol,M1_N2_D1,50623.438
17,0.293,32.333,2.517,30,35,9.473,97,N2,L4+1,mannitol,M1_N2_D1,50623.438
18,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
19,0.391,31.5,1.915,30,34,12.305,126,N2,L4+1,mannitol,M1_N2_D1,50623.438
20,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
21,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
22,0.195,30.5,0.707,30,31,5.957,61,N2,L4+1,mannitol,M1_N2_D1,50623.438
23,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M1_N2_D1,50623.438
24,0.293,31.333,0.577,31,32,9.18,94,N2,L4+1,mannitol,M1_N2_D1,50623.438
25,0.195,30,0,30,30,5.859,60,N2,L4+1,mannitol,M1_N2_D1,50623.438
26,0.098,34,0,34,34,3.32,34,N2,L4+1,mannitol,M1_N2_D1,50623.438
27,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
28,0.293,31.667,2.082,30,34,9.277,95,N2,L4+1,mannitol,M1_N2_D1,50623.438
29,1.66,31.765,1.48,30,35,52.734,540,N2,L4+1,mannitol,M1_N2_D1,50623.438
30,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
31,0.293,31.667,0.577,31,32,9.277,95,N2,L4+1,mannitol,M1_N2_D1,50623.438
32,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
33,0.098,34,0,34,34,3.32,34,N2,L4+1,mannitol,M1_N2_D1,50623.438
34,0.879,43.222,12.667,30,65,37.988,389,N2,L4+1,mannitol,M1_N2_D1,50623.438
35,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
36,0.391,31.5,1.291,30,33,12.305,126,N2,L4+1,mannitol,M1_N2_D1,50623.438
37,0.098,34,0,34,34,3.32,34,N2,L4+1,mannitol,M1_N2_D1,50623.438
38,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
39,0.195,31,0,31,31,6.055,62,N2,L4+1,mannitol,M1_N2_D1,50623.438
40,0.781,34.375,3.503,31,41,26.855,275,N2,L4+1,mannitol,M1_N2_D1,50623.438
41,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
42,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
43,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M1_N2_D1,50623.438
44,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M1_N2_D1,50623.438
45,0.195,30,0,30,30,5.859,60,N2,L4+1,mannitol,M1_N2_D1,50623.438
46,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
47,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
48,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
49,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
50,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
51,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
52,1.758,32.333,1.879,30,37,56.836,582,N2,L4+1,mannitol,M1_N2_D1,50623.438
53,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M1_N2_D1,50623.438
54,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
55,30.078,38.727,5.993,30,65,1164.844,11928,N2,L4+1,mannitol,M1_N2_D1,50623.438
56,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
57,3.027,44.774,11.932,30,66,135.547,1388,N2,L4+1,mannitol,M1_N2_D1,50623.438
58,20.312,38.736,7.05,30,59,786.816,8057,N2,L4+1,mannitol,M1_N2_D1,50623.438
59,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
60,0.195,31,1.414,30,32,6.055,62,N2,L4+1,mannitol,M1_N2_D1,50623.438
61,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M1_N2_D1,50623.438
62,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M1_N2_D1,50623.438
63,0.195,30,0,30,30,5.859,60,N2,L4+1,mannitol,M1_N2_D1,50623.438
64,0.098,43,0,43,43,4.199,43,N2,L4+1,mannitol,M1_N2_D1,50623.438
65,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M1_N2_D1,50623.438
66,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
67,0.195,36,4.243,33,39,7.031,72,N2,L4+1,mannitol,M1_N2_D1,50623.438
68,0.098,36,0,36,36,3.516,36,N2,L4+1,mannitol,M1_N2_D1,50623.438
69,0.195,30.5,0.707,30,31,5.957,61,N2,L4+1,mannitol,M1_N2_D1,50623.438
70,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
71,0.195,30.5,0.707,30,31,5.957,61,N2,L4+1,mannitol,M1_N2_D1,50623.438
72,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
73,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
74,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
75,0.195,30,0,30,30,5.859,60,N2,L4+1,mannitol,M1_N2_D1,50623.438
76,0.781,36,5.503,30,47,28.125,288,N2,L4+1,mannitol,M1_N2_D1,50623.438
77,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
78,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M1_N2_D1,50623.438
79,0.586,33.667,1.751,31,36,19.727,202,N2,L4+1,mannitol,M1_N2_D1,50623.438
80,0.195,33,4.243,30,36,6.445,66,N2,L4+1,mannitol,M1_N2_D1,50623.438
81,0.391,64.25,1.5,62,65,25.098,257,N2,L4+1,mannitol,M1_N2_D1,50623.438
82,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M1_N2_D1,50623.438
83,0.879,37.667,7.714,30,52,33.105,339,N2,L4+1,mannitol,M1_N2_D1,50623.438
84,0.195,32,1.414,31,33,6.25,64,N2,L4+1,mannitol,M1_N2_D1,50623.438
85,1.465,44.267,11.1,31,66,64.844,664,N2,L4+1,mannitol,M1_N2_D1,50623.438
86,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M1_N2_D1,50623.438
