aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.586,42.167,3.545,36,45,24.707,253,N2,L4+7,control,C2_N2_D2,78805.664
2,7.227,41.311,7.543,30,62,298.535,3057,N2,L4+7,control,C2_N2_D2,78805.664
3,4.688,45.25,11.006,30,64,212.109,2172,N2,L4+7,control,C2_N2_D2,78805.664
4,1.562,37.875,5.018,30,50,59.18,606,N2,L4+7,control,C2_N2_D2,78805.664
5,0.781,42.75,8.12,31,54,33.398,342,N2,L4+7,control,C2_N2_D2,78805.664
6,1.66,35.471,4.543,30,45,58.887,603,N2,L4+7,control,C2_N2_D2,78805.664
7,0.391,33.5,3.786,31,39,13.086,134,N2,L4+7,control,C2_N2_D2,78805.664
8,3.32,45.794,9.524,30,63,152.051,1557,N2,L4+7,control,C2_N2_D2,78805.664
9,0.098,32,0,32,32,3.125,32,N2,L4+7,control,C2_N2_D2,78805.664
10,0.391,36,4.32,32,42,14.062,144,N2,L4+7,control,C2_N2_D2,78805.664
11,8.691,47,10.083,30,66,408.496,4183,N2,L4+7,control,C2_N2_D2,78805.664
12,0.098,33,0,33,33,3.223,33,N2,L4+7,control,C2_N2_D2,78805.664
13,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C2_N2_D2,78805.664
14,0.195,34.5,4.95,31,38,6.738,69,N2,L4+7,control,C2_N2_D2,78805.664
15,4.59,39.915,5.38,30,50,183.203,1876,N2,L4+7,control,C2_N2_D2,78805.664
16,0.488,34,4.637,30,40,16.602,170,N2,L4+7,control,C2_N2_D2,78805.664
17,2.148,38.818,6.092,30,50,83.398,854,N2,L4+7,control,C2_N2_D2,78805.664
18,1.855,39.947,7.597,30,54,74.121,759,N2,L4+7,control,C2_N2_D2,78805.664
19,3.516,41.667,10.934,30,62,146.484,1500,N2,L4+7,control,C2_N2_D2,78805.664
20,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
21,0.195,30.5,0.707,30,31,5.957,61,N2,L4+7,control,C2_N2_D2,78805.664
22,1.758,44.833,9.877,30,61,78.809,807,N2,L4+7,control,C2_N2_D2,78805.664
23,0.098,36,0,36,36,3.516,36,N2,L4+7,control,C2_N2_D2,78805.664
24,0.195,30.5,0.707,30,31,5.957,61,N2,L4+7,control,C2_N2_D2,78805.664
25,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C2_N2_D2,78805.664
26,0.195,31.5,0.707,31,32,6.152,63,N2,L4+7,control,C2_N2_D2,78805.664
27,4.004,43.512,8.947,30,63,174.219,1784,N2,L4+7,control,C2_N2_D2,78805.664
28,0.195,33,2.828,31,35,6.445,66,N2,L4+7,control,C2_N2_D2,78805.664
29,0.195,33,1.414,32,34,6.445,66,N2,L4+7,control,C2_N2_D2,78805.664
30,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C2_N2_D2,78805.664
31,0.098,33,0,33,33,3.223,33,N2,L4+7,control,C2_N2_D2,78805.664
32,11.23,48,10.804,30,66,539.062,5520,N2,L4+7,control,C2_N2_D2,78805.664
33,0.098,62,0,62,62,6.055,62,N2,L4+7,control,C2_N2_D2,78805.664
34,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
35,38.574,48.587,10.738,30,66,1874.219,19192,N2,L4+7,control,C2_N2_D2,78805.664
36,0.098,66,0,66,66,6.445,66,N2,L4+7,control,C2_N2_D2,78805.664
37,0.195,33,2.828,31,35,6.445,66,N2,L4+7,control,C2_N2_D2,78805.664
38,0.098,63,0,63,63,6.152,63,N2,L4+7,control,C2_N2_D2,78805.664
39,0.098,65,0,65,65,6.348,65,N2,L4+7,control,C2_N2_D2,78805.664
40,2.344,43,9.704,30,63,100.781,1032,N2,L4+7,control,C2_N2_D2,78805.664
41,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
42,0.391,32.75,3.775,30,38,12.793,131,N2,L4+7,control,C2_N2_D2,78805.664
43,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
44,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C2_N2_D2,78805.664
45,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
46,0.781,31.75,2.188,30,36,24.805,254,N2,L4+7,control,C2_N2_D2,78805.664
47,0.098,65,0,65,65,6.348,65,N2,L4+7,control,C2_N2_D2,78805.664
48,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
49,0.098,33,0,33,33,3.223,33,N2,L4+7,control,C2_N2_D2,78805.664
50,0.195,32,0,32,32,6.25,64,N2,L4+7,control,C2_N2_D2,78805.664
51,0.195,32.5,0.707,32,33,6.348,65,N2,L4+7,control,C2_N2_D2,78805.664
52,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
53,0.293,31.333,0.577,31,32,9.18,94,N2,L4+7,control,C2_N2_D2,78805.664
54,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C2_N2_D2,78805.664
55,0.195,31.5,0.707,31,32,6.152,63,N2,L4+7,control,C2_N2_D2,78805.664
56,0.098,66,0,66,66,6.445,66,N2,L4+7,control,C2_N2_D2,78805.664
57,0.195,66,0,66,66,12.891,132,N2,L4+7,control,C2_N2_D2,78805.664
58,0.391,63,2.16,61,66,24.609,252,N2,L4+7,control,C2_N2_D2,78805.664
59,0.098,66,0,66,66,6.445,66,N2,L4+7,control,C2_N2_D2,78805.664
60,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
61,0.195,30.5,0.707,30,31,5.957,61,N2,L4+7,control,C2_N2_D2,78805.664
62,1.953,35.25,4.253,30,43,68.848,705,N2,L4+7,control,C2_N2_D2,78805.664
63,0.098,30,0,30,30,2.93,30,N2,L4+7,control,C2_N2_D2,78805.664
64,0.586,37,5.02,31,45,21.68,222,N2,L4+7,control,C2_N2_D2,78805.664
65,0.098,31,0,31,31,3.027,31,N2,L4+7,control,C2_N2_D2,78805.664
66,0.195,31.5,0.707,31,32,6.152,63,N2,L4+7,control,C2_N2_D2,78805.664
