aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.195,51,18.385,38,64,9.961,102,N1,L4+7,control,C3_N1_D2,75893.555
2,0.195,38.5,3.536,36,41,7.52,77,N1,L4+7,control,C3_N1_D2,75893.555
3,0.098,41,0,41,41,4.004,41,N1,L4+7,control,C3_N1_D2,75893.555
4,0.391,41.5,6.137,34,47,16.211,166,N1,L4+7,control,C3_N1_D2,75893.555
5,0.488,46.6,10.359,33,58,22.754,233,N1,L4+7,control,C3_N1_D2,75893.555
6,0.195,30,0,30,30,5.859,60,N1,L4+7,control,C3_N1_D2,75893.555
7,0.098,51,0,51,51,4.98,51,N1,L4+7,control,C3_N1_D2,75893.555
8,0.293,35,2,33,37,10.254,105,N1,L4+7,control,C3_N1_D2,75893.555
9,0.977,44.3,12.772,30,63,43.262,443,N1,L4+7,control,C3_N1_D2,75893.555
10,0.195,36,1.414,35,37,7.031,72,N1,L4+7,control,C3_N1_D2,75893.555
11,0.195,36,0,36,36,7.031,72,N1,L4+7,control,C3_N1_D2,75893.555
12,0.293,40.667,9.713,30,49,11.914,122,N1,L4+7,control,C3_N1_D2,75893.555
13,0.391,55.75,5.56,50,61,21.777,223,N1,L4+7,control,C3_N1_D2,75893.555
14,0.391,39.25,4.717,35,46,15.332,157,N1,L4+7,control,C3_N1_D2,75893.555
15,0.586,38.167,5.913,31,45,22.363,229,N1,L4+7,control,C3_N1_D2,75893.555
16,1.172,44.833,9.759,30,56,52.539,538,N1,L4+7,control,C3_N1_D2,75893.555
17,0.195,41.5,12.021,33,50,8.105,83,N1,L4+7,control,C3_N1_D2,75893.555
18,1.27,44.769,10.043,31,62,56.836,582,N1,L4+7,control,C3_N1_D2,75893.555
19,0.781,45.875,9.672,34,64,35.84,367,N1,L4+7,control,C3_N1_D2,75893.555
20,0.195,33,2.828,31,35,6.445,66,N1,L4+7,control,C3_N1_D2,75893.555
21,0.781,45.625,14.332,31,63,35.645,365,N1,L4+7,control,C3_N1_D2,75893.555
22,0.195,43,1.414,42,44,8.398,86,N1,L4+7,control,C3_N1_D2,75893.555
23,0.391,47.5,10.909,34,60,18.555,190,N1,L4+7,control,C3_N1_D2,75893.555
24,0.098,33,0,33,33,3.223,33,N1,L4+7,control,C3_N1_D2,75893.555
25,0.195,34.5,3.536,32,37,6.738,69,N1,L4+7,control,C3_N1_D2,75893.555
26,0.586,44.333,11.219,32,62,25.977,266,N1,L4+7,control,C3_N1_D2,75893.555
