aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.391,54,15.427,31,64,21.094,216,N1,L4+7,mannitol,M3_N1_D2,77802.832
2,0.098,34,0,34,34,3.32,34,N1,L4+7,mannitol,M3_N1_D2,77802.832
3,0.098,30,0,30,30,2.93,30,N1,L4+7,mannitol,M3_N1_D2,77802.832
4,0.098,39,0,39,39,3.809,39,N1,L4+7,mannitol,M3_N1_D2,77802.832
5,0.098,61,0,61,61,5.957,61,N1,L4+7,mannitol,M3_N1_D2,77802.832
6,0.391,43.25,7.274,38,54,16.895,173,N1,L4+7,mannitol,M3_N1_D2,77802.832
7,0.781,46.25,10.899,32,66,36.133,370,N1,L4+7,mannitol,M3_N1_D2,77802.832
8,0.098,45,0,45,45,4.395,45,N1,L4+7,mannitol,M3_N1_D2,77802.832
9,0.098,44,0,44,44,4.297,44,N1,L4+7,mannitol,M3_N1_D2,77802.832
10,0.391,44.25,13.401,31,59,17.285,177,N1,L4+7,mannitol,M3_N1_D2,77802.832
11,0.195,42.5,6.364,38,47,8.301,85,N1,L4+7,mannitol,M3_N1_D2,77802.832
12,0.195,34.5,3.536,32,37,6.738,69,N1,L4+7,mannitol,M3_N1_D2,77802.832
13,0.195,49.5,14.849,39,60,9.668,99,N1,L4+7,mannitol,M3_N1_D2,77802.832
14,0.977,46.1,13.362,31,64,45.02,461,N1,L4+7,mannitol,M3_N1_D2,77802.832
15,0.098,37,0,37,37,3.613,37,N1,L4+7,mannitol,M3_N1_D2,77802.832
16,0.195,49,19.799,35,63,9.57,98,N1,L4+7,mannitol,M3_N1_D2,77802.832
17,0.098,47,0,47,47,4.59,47,N1,L4+7,mannitol,M3_N1_D2,77802.832
18,0.195,48.5,6.364,44,53,9.473,97,N1,L4+7,mannitol,M3_N1_D2,77802.832
19,0.195,50,21.213,35,65,9.766,100,N1,L4+7,mannitol,M3_N1_D2,77802.832
20,0.098,49,0,49,49,4.785,49,N1,L4+7,mannitol,M3_N1_D2,77802.832
21,0.781,48.125,2.475,42,49,37.598,385,N1,L4+7,mannitol,M3_N1_D2,77802.832
22,0.098,62,0,62,62,6.055,62,N1,L4+7,mannitol,M3_N1_D2,77802.832
23,0.195,41,4.243,38,44,8.008,82,N1,L4+7,mannitol,M3_N1_D2,77802.832
24,0.098,55,0,55,55,5.371,55,N1,L4+7,mannitol,M3_N1_D2,77802.832
25,0.098,47,0,47,47,4.59,47,N1,L4+7,mannitol,M3_N1_D2,77802.832
26,0.195,39.5,3.536,37,42,7.715,79,N1,L4+7,mannitol,M3_N1_D2,77802.832
27,0.391,56.75,12.738,38,66,22.168,227,N1,L4+7,mannitol,M3_N1_D2,77802.832
28,0.586,37.333,3.141,35,43,21.875,224,N1,L4+7,mannitol,M3_N1_D2,77802.832
29,0.391,47.5,17.991,31,65,18.555,190,N1,L4+7,mannitol,M3_N1_D2,77802.832
30,0.195,34,5.657,30,38,6.641,68,N1,L4+7,mannitol,M3_N1_D2,77802.832
31,0.488,41.6,6.618,31,49,20.312,208,N1,L4+7,mannitol,M3_N1_D2,77802.832
32,0.098,56,0,56,56,5.469,56,N1,L4+7,mannitol,M3_N1_D2,77802.832
33,1.465,48.533,10.555,30,62,71.094,728,N1,L4+7,mannitol,M3_N1_D2,77802.832
34,0.293,35.333,4.163,32,40,10.352,106,N1,L4+7,mannitol,M3_N1_D2,77802.832
35,0.488,41.6,14.433,30,66,20.312,208,N1,L4+7,mannitol,M3_N1_D2,77802.832
36,0.391,49.25,10.996,36,62,19.238,197,N1,L4+7,mannitol,M3_N1_D2,77802.832
37,0.098,33,0,33,33,3.223,33,N1,L4+7,mannitol,M3_N1_D2,77802.832
38,0.391,44.25,10.905,35,58,17.285,177,N1,L4+7,mannitol,M3_N1_D2,77802.832
39,0.781,46.25,9.633,34,58,36.133,370,N1,L4+7,mannitol,M3_N1_D2,77802.832
40,0.586,48.167,11.737,30,62,28.223,289,N1,L4+7,mannitol,M3_N1_D2,77802.832
41,0.195,43,7.071,38,48,8.398,86,N1,L4+7,mannitol,M3_N1_D2,77802.832
42,0.293,54.333,11.719,41,63,15.918,163,N1,L4+7,mannitol,M3_N1_D2,77802.832
43,0.098,57,0,57,57,5.566,57,N1,L4+7,mannitol,M3_N1_D2,77802.832
44,0.098,62,0,62,62,6.055,62,N1,L4+7,mannitol,M3_N1_D2,77802.832
45,0.488,35,5.701,30,44,17.09,175,N1,L4+7,mannitol,M3_N1_D2,77802.832
46,0.195,45,11.314,37,53,8.789,90,N1,L4+7,mannitol,M3_N1_D2,77802.832
47,0.195,53.5,4.95,50,57,10.449,107,N1,L4+7,mannitol,M3_N1_D2,77802.832
48,0.098,42,0,42,42,4.102,42,N1,L4+7,mannitol,M3_N1_D2,77802.832
49,0.195,45,11.314,37,53,8.789,90,N1,L4+7,mannitol,M3_N1_D2,77802.832
50,0.098,61,0,61,61,5.957,61,N1,L4+7,mannitol,M3_N1_D2,77802.832
51,0.098,49,0,49,49,4.785,49,N1,L4+7,mannitol,M3_N1_D2,77802.832
52,0.098,54,0,54,54,5.273,54,N1,L4+7,mannitol,M3_N1_D2,77802.832
53,0.781,44.875,13.336,31,64,35.059,359,N1,L4+7,mannitol,M3_N1_D2,77802.832
54,0.195,37,5.657,33,41,7.227,74,N1,L4+7,mannitol,M3_N1_D2,77802.832
55,0.391,50.75,15.218,30,64,19.824,203,N1,L4+7,mannitol,M3_N1_D2,77802.832
56,0.098,63,0,63,63,6.152,63,N1,L4+7,mannitol,M3_N1_D2,77802.832
57,0.488,44.8,14.307,30,62,21.875,224,N1,L4+7,mannitol,M3_N1_D2,77802.832
58,0.488,40,5.477,32,46,19.531,200,N1,L4+7,mannitol,M3_N1_D2,77802.832
59,0.098,52,0,52,52,5.078,52,N1,L4+7,mannitol,M3_N1_D2,77802.832
60,0.391,51.5,9.256,44,63,20.117,206,N1,L4+7,mannitol,M3_N1_D2,77802.832
61,0.195,39,4.243,36,42,7.617,78,N1,L4+7,mannitol,M3_N1_D2,77802.832
62,0.098,52,0,52,52,5.078,52,N1,L4+7,mannitol,M3_N1_D2,77802.832
63,0.098,34,0,34,34,3.32,34,N1,L4+7,mannitol,M3_N1_D2,77802.832
64,0.195,51,8.485,45,57,9.961,102,N1,L4+7,mannitol,M3_N1_D2,77802.832
65,0.195,56,8.485,50,62,10.938,112,N1,L4+7,mannitol,M3_N1_D2,77802.832
66,0.391,45.25,12.339,35,62,17.676,181,N1,L4+7,mannitol,M3_N1_D2,77802.832
