aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,1.562,33.438,3.326,30,43,52.246,535,N1,L4+1,mannitol,M2_N1_D1,47983.594
2,1.172,40.75,7.461,31,51,47.754,489,N1,L4+1,mannitol,M2_N1_D1,47983.594
3,0.098,33,0,33,33,3.223,33,N1,L4+1,mannitol,M2_N1_D1,47983.594
4,0.781,35.5,3.742,32,42,27.734,284,N1,L4+1,mannitol,M2_N1_D1,47983.594
5,0.293,32,2,30,34,9.375,96,N1,L4+1,mannitol,M2_N1_D1,47983.594
6,0.098,36,0,36,36,3.516,36,N1,L4+1,mannitol,M2_N1_D1,47983.594
7,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
8,6.055,41.5,8.894,30,64,251.27,2573,N1,L4+1,mannitol,M2_N1_D1,47983.594
9,1.074,35,3.033,31,40,37.598,385,N1,L4+1,mannitol,M2_N1_D1,47983.594
10,0.195,38.5,0.707,38,39,7.52,77,N1,L4+1,mannitol,M2_N1_D1,47983.594
11,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
12,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
13,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
14,0.195,30,0,30,30,5.859,60,N1,L4+1,mannitol,M2_N1_D1,47983.594
15,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
16,0.293,41,16.462,31,60,12.012,123,N1,L4+1,mannitol,M2_N1_D1,47983.594
17,1.367,41.786,9.358,30,64,57.129,585,N1,L4+1,mannitol,M2_N1_D1,47983.594
18,0.781,36.875,7.661,31,48,28.809,295,N1,L4+1,mannitol,M2_N1_D1,47983.594
19,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
20,0.098,37,0,37,37,3.613,37,N1,L4+1,mannitol,M2_N1_D1,47983.594
21,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
22,0.586,33.333,4.131,30,41,19.531,200,N1,L4+1,mannitol,M2_N1_D1,47983.594
23,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
24,0.195,34,1.414,33,35,6.641,68,N1,L4+1,mannitol,M2_N1_D1,47983.594
25,0.684,33.571,3.867,30,41,22.949,235,N1,L4+1,mannitol,M2_N1_D1,47983.594
26,0.098,34,0,34,34,3.32,34,N1,L4+1,mannitol,M2_N1_D1,47983.594
27,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
28,0.488,41.4,5.983,34,50,20.215,207,N1,L4+1,mannitol,M2_N1_D1,47983.594
29,0.391,39.25,4.113,34,44,15.332,157,N1,L4+1,mannitol,M2_N1_D1,47983.594
30,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
31,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
32,0.293,36.667,5.859,30,41,10.742,110,N1,L4+1,mannitol,M2_N1_D1,47983.594
33,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
34,0.195,32.5,3.536,30,35,6.348,65,N1,L4+1,mannitol,M2_N1_D1,47983.594
35,0.098,37,0,37,37,3.613,37,N1,L4+1,mannitol,M2_N1_D1,47983.594
36,0.293,31.667,1.155,31,33,9.277,95,N1,L4+1,mannitol,M2_N1_D1,47983.594
37,0.098,35,0,35,35,3.418,35,N1,L4+1,mannitol,M2_N1_D1,47983.594
38,0.293,33.333,2.082,31,35,9.766,100,N1,L4+1,mannitol,M2_N1_D1,47983.594
39,0.098,33,0,33,33,3.223,33,N1,L4+1,mannitol,M2_N1_D1,47983.594
40,0.586,34.833,3.545,31,40,20.41,209,N1,L4+1,mannitol,M2_N1_D1,47983.594
41,0.488,36.2,4.764,30,43,17.676,181,N1,L4+1,mannitol,M2_N1_D1,47983.594
42,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
43,1.172,35.5,4.189,30,44,41.602,426,N1,L4+1,mannitol,M2_N1_D1,47983.594
44,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
45,0.293,34.667,5.686,30,41,10.156,104,N1,L4+1,mannitol,M2_N1_D1,47983.594
46,0.195,32,1.414,31,33,6.25,64,N1,L4+1,mannitol,M2_N1_D1,47983.594
47,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
48,0.195,33.5,4.95,30,37,6.543,67,N1,L4+1,mannitol,M2_N1_D1,47983.594
49,0.391,34,4.243,31,40,13.281,136,N1,L4+1,mannitol,M2_N1_D1,47983.594
50,0.488,40.8,10.986,30,56,19.922,204,N1,L4+1,mannitol,M2_N1_D1,47983.594
51,0.684,38,6.807,32,50,25.977,266,N1,L4+1,mannitol,M2_N1_D1,47983.594
52,0.195,32,0,32,32,6.25,64,N1,L4+1,mannitol,M2_N1_D1,47983.594
53,0.586,35.333,3.077,30,38,20.703,212,N1,L4+1,mannitol,M2_N1_D1,47983.594
54,0.195,31,0,31,31,6.055,62,N1,L4+1,mannitol,M2_N1_D1,47983.594
55,0.098,32,0,32,32,3.125,32,N1,L4+1,mannitol,M2_N1_D1,47983.594
56,0.879,48.556,8.531,30,59,42.676,437,N1,L4+1,mannitol,M2_N1_D1,47983.594
57,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
58,0.195,31.5,0.707,31,32,6.152,63,N1,L4+1,mannitol,M2_N1_D1,47983.594
59,0.098,66,0,66,66,6.445,66,N1,L4+1,mannitol,M2_N1_D1,47983.594
60,0.195,30,0,30,30,5.859,60,N1,L4+1,mannitol,M2_N1_D1,47983.594
61,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
62,0.195,39.5,7.778,34,45,7.715,79,N1,L4+1,mannitol,M2_N1_D1,47983.594
63,0.586,38.5,8.781,30,50,22.559,231,N1,L4+1,mannitol,M2_N1_D1,47983.594
64,0.293,35.333,4.509,31,40,10.352,106,N1,L4+1,mannitol,M2_N1_D1,47983.594
65,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
66,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
67,1.367,36.429,6.098,30,51,49.805,510,N1,L4+1,mannitol,M2_N1_D1,47983.594
68,0.195,32,2.828,30,34,6.25,64,N1,L4+1,mannitol,M2_N1_D1,47983.594
69,0.195,34,1.414,33,35,6.641,68,N1,L4+1,mannitol,M2_N1_D1,47983.594
70,1.367,35.429,4.327,30,42,48.438,496,N1,L4+1,mannitol,M2_N1_D1,47983.594
71,0.098,34,0,34,34,3.32,34,N1,L4+1,mannitol,M2_N1_D1,47983.594
72,0.488,34.2,3.347,30,38,16.699,171,N1,L4+1,mannitol,M2_N1_D1,47983.594
73,0.098,41,0,41,41,4.004,41,N1,L4+1,mannitol,M2_N1_D1,47983.594
74,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
75,0.488,35.4,7.403,30,48,17.285,177,N1,L4+1,mannitol,M2_N1_D1,47983.594
76,0.391,33,3.162,30,37,12.891,132,N1,L4+1,mannitol,M2_N1_D1,47983.594
77,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
78,0.098,32,0,32,32,3.125,32,N1,L4+1,mannitol,M2_N1_D1,47983.594
79,0.684,32.571,2.299,31,37,22.266,228,N1,L4+1,mannitol,M2_N1_D1,47983.594
80,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
81,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
82,0.391,40.5,6.455,35,49,15.82,162,N1,L4+1,mannitol,M2_N1_D1,47983.594
83,0.195,57.5,3.536,55,60,11.23,115,N1,L4+1,mannitol,M2_N1_D1,47983.594
84,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
85,1.367,42.929,10.149,31,64,58.691,601,N1,L4+1,mannitol,M2_N1_D1,47983.594
86,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
87,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
88,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
89,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
90,0.293,30.667,1.155,30,32,8.984,92,N1,L4+1,mannitol,M2_N1_D1,47983.594
91,0.293,35,6.928,31,43,10.254,105,N1,L4+1,mannitol,M2_N1_D1,47983.594
92,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
93,0.098,32,0,32,32,3.125,32,N1,L4+1,mannitol,M2_N1_D1,47983.594
94,1.66,35.882,4.649,30,46,59.57,610,N1,L4+1,mannitol,M2_N1_D1,47983.594
95,0.293,45.667,16.258,33,64,13.379,137,N1,L4+1,mannitol,M2_N1_D1,47983.594
96,0.391,33.25,4.031,30,39,12.988,133,N1,L4+1,mannitol,M2_N1_D1,47983.594
97,5.957,45.443,9.312,30,62,270.703,2772,N1,L4+1,mannitol,M2_N1_D1,47983.594
98,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
99,0.586,40,9.654,31,57,23.438,240,N1,L4+1,mannitol,M2_N1_D1,47983.594
100,0.195,32.5,2.121,31,34,6.348,65,N1,L4+1,mannitol,M2_N1_D1,47983.594
101,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
102,0.098,43,0,43,43,4.199,43,N1,L4+1,mannitol,M2_N1_D1,47983.594
103,0.098,31,0,31,31,3.027,31,N1,L4+1,mannitol,M2_N1_D1,47983.594
104,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
105,0.195,31,1.414,30,32,6.055,62,N1,L4+1,mannitol,M2_N1_D1,47983.594
106,0.391,44.75,12.447,35,63,17.48,179,N1,L4+1,mannitol,M2_N1_D1,47983.594
107,0.195,30.5,0.707,30,31,5.957,61,N1,L4+1,mannitol,M2_N1_D1,47983.594
108,0.781,37.875,6.534,30,50,29.59,303,N1,L4+1,mannitol,M2_N1_D1,47983.594
109,0.391,36.25,5.795,30,44,14.16,145,N1,L4+1,mannitol,M2_N1_D1,47983.594
110,0.098,35,0,35,35,3.418,35,N1,L4+1,mannitol,M2_N1_D1,47983.594
111,0.195,32.5,0.707,32,33,6.348,65,N1,L4+1,mannitol,M2_N1_D1,47983.594
112,0.098,32,0,32,32,3.125,32,N1,L4+1,mannitol,M2_N1_D1,47983.594
113,0.488,33.2,2.588,30,36,16.211,166,N1,L4+1,mannitol,M2_N1_D1,47983.594
114,0.098,34,0,34,34,3.32,34,N1,L4+1,mannitol,M2_N1_D1,47983.594
115,0.586,38.5,7.918,31,50,22.559,231,N1,L4+1,mannitol,M2_N1_D1,47983.594
116,0.098,32,0,32,32,3.125,32,N1,L4+1,mannitol,M2_N1_D1,47983.594
117,0.195,32,1.414,31,33,6.25,64,N1,L4+1,mannitol,M2_N1_D1,47983.594
118,0.488,30.8,1.304,30,33,15.039,154,N1,L4+1,mannitol,M2_N1_D1,47983.594
119,0.098,30,0,30,30,2.93,30,N1,L4+1,mannitol,M2_N1_D1,47983.594
120,0.195,31,1.414,30,32,6.055,62,N1,L4+1,mannitol,M2_N1_D1,47983.594
