aggr_num,aggr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
1,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
2,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
3,0.293,63.333,2.309,62,66,18.555,190,N2,L4+1,mannitol,M2_N2_D1,52007.227
4,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
5,0.195,63.5,2.121,62,65,12.402,127,N2,L4+1,mannitol,M2_N2_D1,52007.227
6,0.098,60,0,60,60,5.859,60,N2,L4+1,mannitol,M2_N2_D1,52007.227
7,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
8,0.195,63.5,2.121,62,65,12.402,127,N2,L4+1,mannitol,M2_N2_D1,52007.227
9,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
10,0.098,61,0,61,61,5.957,61,N2,L4+1,mannitol,M2_N2_D1,52007.227
11,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
12,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
13,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
14,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
15,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
16,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M2_N2_D1,52007.227
17,0.195,34,1.414,33,35,6.641,68,N2,L4+1,mannitol,M2_N2_D1,52007.227
18,0.391,31.25,0.957,30,32,12.207,125,N2,L4+1,mannitol,M2_N2_D1,52007.227
19,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
20,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M2_N2_D1,52007.227
21,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M2_N2_D1,52007.227
22,0.195,31.5,0.707,31,32,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
23,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
24,0.488,39.6,8.649,30,50,19.336,198,N2,L4+1,mannitol,M2_N2_D1,52007.227
25,0.098,36,0,36,36,3.516,36,N2,L4+1,mannitol,M2_N2_D1,52007.227
26,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
27,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
28,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
29,0.293,30.333,0.577,30,31,8.887,91,N2,L4+1,mannitol,M2_N2_D1,52007.227
30,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
31,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
32,0.293,64.333,1.528,63,66,18.848,193,N2,L4+1,mannitol,M2_N2_D1,52007.227
33,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
34,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
35,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
36,0.195,66,0,66,66,12.891,132,N2,L4+1,mannitol,M2_N2_D1,52007.227
37,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M2_N2_D1,52007.227
38,0.195,65,1.414,64,66,12.695,130,N2,L4+1,mannitol,M2_N2_D1,52007.227
39,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
40,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
41,0.586,64.5,1.225,62,65,37.793,387,N2,L4+1,mannitol,M2_N2_D1,52007.227
42,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
43,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
44,0.293,64.333,1.528,63,66,18.848,193,N2,L4+1,mannitol,M2_N2_D1,52007.227
45,1.27,59.769,5.688,52,66,75.879,777,N2,L4+1,mannitol,M2_N2_D1,52007.227
46,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
47,0.195,65.5,0.707,65,66,12.793,131,N2,L4+1,mannitol,M2_N2_D1,52007.227
48,0.293,64.333,1.528,63,66,18.848,193,N2,L4+1,mannitol,M2_N2_D1,52007.227
49,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
50,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
51,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
52,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
53,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
54,0.293,65,1,64,66,19.043,195,N2,L4+1,mannitol,M2_N2_D1,52007.227
55,0.195,65,0,65,65,12.695,130,N2,L4+1,mannitol,M2_N2_D1,52007.227
56,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
57,0.293,64.333,2.082,62,66,18.848,193,N2,L4+1,mannitol,M2_N2_D1,52007.227
58,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
59,0.195,64.5,0.707,64,65,12.598,129,N2,L4+1,mannitol,M2_N2_D1,52007.227
60,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
61,0.488,37.6,4.506,32,43,18.359,188,N2,L4+1,mannitol,M2_N2_D1,52007.227
62,0.293,33.333,3.512,30,37,9.766,100,N2,L4+1,mannitol,M2_N2_D1,52007.227
63,0.781,41,5.345,35,50,32.031,328,N2,L4+1,mannitol,M2_N2_D1,52007.227
64,0.391,38.5,0.577,38,39,15.039,154,N2,L4+1,mannitol,M2_N2_D1,52007.227
65,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M2_N2_D1,52007.227
66,0.098,35,0,35,35,3.418,35,N2,L4+1,mannitol,M2_N2_D1,52007.227
67,0.195,35.5,4.95,32,39,6.934,71,N2,L4+1,mannitol,M2_N2_D1,52007.227
68,0.293,33,3.606,30,37,9.668,99,N2,L4+1,mannitol,M2_N2_D1,52007.227
69,1.074,37.182,5.307,30,46,39.941,409,N2,L4+1,mannitol,M2_N2_D1,52007.227
70,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
71,0.098,36,0,36,36,3.516,36,N2,L4+1,mannitol,M2_N2_D1,52007.227
72,0.098,34,0,34,34,3.32,34,N2,L4+1,mannitol,M2_N2_D1,52007.227
73,0.098,31,0,31,31,3.027,31,N2,L4+1,mannitol,M2_N2_D1,52007.227
74,0.195,35,0,35,35,6.836,70,N2,L4+1,mannitol,M2_N2_D1,52007.227
75,0.098,34,0,34,34,3.32,34,N2,L4+1,mannitol,M2_N2_D1,52007.227
76,0.098,34,0,34,34,3.32,34,N2,L4+1,mannitol,M2_N2_D1,52007.227
77,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M2_N2_D1,52007.227
78,0.098,32,0,32,32,3.125,32,N2,L4+1,mannitol,M2_N2_D1,52007.227
79,0.195,32,0,32,32,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
80,0.195,33,0,33,33,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
81,0.195,31.5,2.121,30,33,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
82,0.293,65.333,0.577,65,66,19.141,196,N2,L4+1,mannitol,M2_N2_D1,52007.227
83,0.391,33,3.464,30,38,12.891,132,N2,L4+1,mannitol,M2_N2_D1,52007.227
84,0.098,30,0,30,30,2.93,30,N2,L4+1,mannitol,M2_N2_D1,52007.227
85,0.195,64,0,64,64,12.5,128,N2,L4+1,mannitol,M2_N2_D1,52007.227
86,0.391,66,0,66,66,25.781,264,N2,L4+1,mannitol,M2_N2_D1,52007.227
87,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
88,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
89,0.098,33,0,33,33,3.223,33,N2,L4+1,mannitol,M2_N2_D1,52007.227
90,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
91,0.488,64.4,1.517,63,66,31.445,322,N2,L4+1,mannitol,M2_N2_D1,52007.227
92,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
93,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
94,0.488,35.8,5.263,30,43,17.48,179,N2,L4+1,mannitol,M2_N2_D1,52007.227
95,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
96,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
97,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
98,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
99,0.293,62,4.583,57,66,18.164,186,N2,L4+1,mannitol,M2_N2_D1,52007.227
100,0.391,63,1.414,62,65,24.609,252,N2,L4+1,mannitol,M2_N2_D1,52007.227
101,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
102,0.195,65.5,0.707,65,66,12.793,131,N2,L4+1,mannitol,M2_N2_D1,52007.227
103,0.293,46,13.528,32,59,13.477,138,N2,L4+1,mannitol,M2_N2_D1,52007.227
104,0.098,60,0,60,60,5.859,60,N2,L4+1,mannitol,M2_N2_D1,52007.227
105,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
106,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
107,0.098,63,0,63,63,6.152,63,N2,L4+1,mannitol,M2_N2_D1,52007.227
108,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
109,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
110,0.098,66,0,66,66,6.445,66,N2,L4+1,mannitol,M2_N2_D1,52007.227
111,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
112,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
113,0.391,34,3.162,31,38,13.281,136,N2,L4+1,mannitol,M2_N2_D1,52007.227
114,0.391,62.25,3.096,58,65,24.316,249,N2,L4+1,mannitol,M2_N2_D1,52007.227
115,0.195,64,1.414,63,65,12.5,128,N2,L4+1,mannitol,M2_N2_D1,52007.227
116,0.195,65.5,0.707,65,66,12.793,131,N2,L4+1,mannitol,M2_N2_D1,52007.227
117,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
118,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
119,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
120,0.098,64,0,64,64,6.25,64,N2,L4+1,mannitol,M2_N2_D1,52007.227
121,0.098,61,0,61,61,5.957,61,N2,L4+1,mannitol,M2_N2_D1,52007.227
122,0.098,61,0,61,61,5.957,61,N2,L4+1,mannitol,M2_N2_D1,52007.227
123,0.098,65,0,65,65,6.348,65,N2,L4+1,mannitol,M2_N2_D1,52007.227
124,3.223,51.909,8.593,30,65,167.285,1713,N2,L4+1,mannitol,M2_N2_D1,52007.227
